desc,name,id
建，字光圖，許州舞陽人。少無賴，爲忠武軍卒，稍遷隊將。楊復光討黃巢，建爲都頭，僖宗使將神策軍宿衛。文德元年，爲招討牙內都指揮使。大順二年，檢校司徒成都尹節度劒南西川招撫雲南八國等使。天復三年，封蜀王。遂幷有兩川山南西道三峽之地。梁既篡唐，僭即帝位，卒號高祖。詩一首。,蜀高祖王建,88c59fad-2cc7-43bf-82b1-3c7ee8fb8ddf
衍，字化源，建之子。知學問，能爲浮豔詞，爲後唐所滅。詩五首。,後主衍,c75bcb36-93b8-49e3-b8bd-e824b3c1d400
鏐，字具美，臨安人。唐末，以鄉兵討平劉漢宏董昌，奄有十三州，建國稱王。好吟詠，通圖緯學，喜作正書，諡武肅。詩二篇。,吳越王錢鏐,354d7887-e77f-4e2f-90a9-96ea7d0ab00b
俶，字文德，嗣位三十二年，納土歸宋，贈秦王，諡忠懿。好吟詠，自編其詩爲《正本集》，陶穀爲序。今存一首。,後王錢俶,9db47220-9eff-44a7-b55e-c8c4ea44b26c
昶，字保元，蜀主知祥第三子，明德元年，立爲太子，在位二十八年。國亡，降宋，封秦國公。卒，贈楚王，諡恭惠。詩一篇。,後蜀嗣主孟昶,afcdc918-7a52-45f7-8911-92d74b8ede90
閩王審知之孫，詩一首。,閩王王繼鵬,d81d9341-6d9c-4ee7-9f4c-06297a9c8f18
成都徐耕，生二女，皆有國色，能爲詩，蜀王建納之，姊爲賢妃，娣爲淑妃。王衍即位，冊賢妃爲順聖太后，淑妃爲翊聖太妃。咸康元年，衍奉太后太妃同禱青城山，凡游歷之處，各賦詩刻於石，共十六首。,蜀太后徐氏,1aa19702-43e6-489d-ba7d-ddd028064b40
,蜀太妃徐氏,84e774ec-0789-4bd9-b828-c7c229a1a91b
褚亮，字希明，杭州錢塘人。博覽，工屬文。太宗爲秦王時，以亮爲王府文學，每從征伐，嘗預祕謀。貞觀中，累遷散騎常侍，封陽翟縣侯，卒諡曰康。詩一卷。 褚亮，字希明，杭州錢塘人。博覽，工屬文。太宗爲秦王時，以亮爲王府文學，每從征伐，嘗預祕謀。貞觀中，累遷散騎常侍，封陽翟縣侯，卒諡曰康。詩一卷。,褚亮,c1f09038-b18e-4605-849b-e513b016fa4b
,不詳,b756b2eb-d092-46b3-8894-9cbd6ceb15be
張說，字道濟，一字說之，洛陽人。武后策賢良方正，說所對第一，授左補闕，擢鳳閣舍人。忤旨，配流欽州。中宗召還，累遷工部、兵部侍郎，修文館學士。睿宗拜爲中書侍郎，知政事。開元初，進中書令，封燕國公，尋出刺相州，左轉岳州，召拜兵部尚書，知政事，敕令巡邊。後爲集賢院學士，尚書左丞相，卒，謚文貞。說爲人敦氣義，重然諾，喜延納後進。朝廷大述作，多出其手，與蘇頲號燕許大手筆。謫岳州後，詩益悽惋，人謂得江山之助。集三十卷，內詩九卷，今編詩五卷。     張說，字道濟，一字說之，洛陽人，武后策賢良方正，說所對第一，授左補闕，擢鳳閣舍人，忤旨，配流欽州。中宗召還，累遷工部、兵部侍郎，修文館學士，睿宗拜爲中書侍郎，知政事，開元初，進中書令，封燕國公，尋出刺相州，左轉岳州，召拜兵部尚書，知政事，敕令巡邊，後爲集賢院學士，尚書左丞相，卒，謚文貞，說爲人敦氣義，重然諾，喜延納後進，朝廷大述作，多出其手，與蘇頲號燕許大手筆，謫岳州後，詩益悽惋，人謂得江山之助，集三十卷，內詩九卷，今編詩五卷。,張說,627c6adb-d828-48b5-b606-edd7c97eaf8f
武則天，唐高宗李治后。中宗嗣聖元年臨朝，七年後自稱帝，國號周，改元天授。神龍元年十一月卒於上陽宮。補詩一首。,武則天,41078f43-3397-4c9a-bcab-09744260e078
魏徵，字玄成，魏州曲城人。少孤，落魄有大志，初爲太子洗馬。太宗即位，拜諫議大夫、祕書監，尋晉檢校侍中，封鄭國公，以疾辭職，拜特進，仍知門下省事。徵性諒直，知無不言，太宗或引至臥內，訪天下事，嘗以古名臣稱之。校輯秘省羣書，及撰齊、梁、陳、周、隋諸史，序論多出其手，卒諡文貞。集二十卷，今編詩一卷。,魏徵,4fd3b250-514a-445c-bbec-fa637b357834
包佶，字幼正。天寶六年及進士第，累官諫議大夫。坐善元載貶嶺南，劉晏奏起爲汴東兩稅使。晏罷，以佶充諸道鹽鐵輕貨錢物使，遷刑部侍郎，改祕書監，封丹陽郡公。詩一卷。 包佶字幼正，包融之子。登天寶六載楊護榜進士第，累官至祕書監。與劉長卿、竇叔向善。補詩一首。,包佶,f0291ff9-1be0-4891-9e37-9f7b1a0c8fc6
,林鍾宮,92d95179-7b00-4710-8e44-c4cd0464adf0
盧從愿，字子龔，相州臨漳人。弱冠舉明經，又應制舉，拜右拾遺，歷殿中侍御史，累遷中書舍人。睿宗踐阼，拜吏部侍郎，精心典選，有美譽。開元末，以吏部尚書致仕。詩二首。,盧從愿,1e8f1e33-674e-418a-b3de-0d384def500b
劉晃，開元中人。詩一首。,劉晃,e37bda55-e80e-45af-847e-13c6e480ee30
韓休，京兆長安人。舉賢良，累官禮部侍郎。開元二十一年，拜黃門侍郎，與蕭嵩同秉政。休敷陳治道，多鯁直，帝重之。終太子少師，諡文忠。詩三首。,韓休,7295782d-8e11-4ef1-909a-fcdc2015fdfa
王晙，滄州景城人。擢明經第，調清苑尉，歷殿中侍御史，出爲渭南尉。景龍末，授桂州都督，累遷太僕少卿、隴右羣牧使。開元二年，襲吐蕃於臨洮，以功加銀青光祿大夫，進幷州都督長史。又以破突厥功，拜兵部尚書，朔方軍大總管。後代張說爲兵部尚書，同中書門下三品，充朔方軍節度大使，終戶部尚書，朔方節度。詩一首。,王晙,1bde6696-25d3-479f-ba91-c623f7b16eeb
崔玄童，景雲時人。詩一首。,崔玄童,8c252403-53fe-49c3-9a7e-8648fffebe31
賈曾，河南洛陽人，以孝聞。景雲中吏部員外郎，明皇在東宮，盛擇宮僚，以曾爲太子舍人，直言啓諫，特授中書舍人。以父名忠，固辭，拜諫議大夫。開元中，復拜中書，議者以爲曹司嫌名，乃就職。與蘇晉同掌制誥，時號蘇賈。詩五首。,賈曾,c0242ea8-7b56-403e-8a5c-03f8da1ddade
蘇頲，字廷碩，瓌之子。幼敏悟，一覽至千言，輙覆誦，擢進士第，調烏程尉，舉賢良方正，歷監察御史。神龍中，遷給事中、脩文館學士、中書舍人。明皇愛其文，由工部侍郎進紫微侍郎，知政事，與李乂對掌書命。帝曰：“前世李嶠、蘇味道，文擅當時，號蘇李，今朕得頲及乂，何愧前人。”襲父封爵，號小許公。後罷爲益州長史，復入知吏部選事，卒，謚文憲。頲以文章顯，與燕國公張說稱望略等，世稱燕許。集三十卷，今編詩二卷。   蘇頲，字延碩，環之子。幼敏悟，一覽至千言，輒覆誦，擢進士第，調烏程尉，舉賢良方正，歷監察御史，神龍中，遷給事中、脩文館學士、中書舍人，明皇愛其文，由工部侍郎進紫微侍郎，知政事，與李乂對掌書命，帝曰，前世李嶠、蘇味道，文擅當時，號蘇李，今朕得頲及乂，何愧前人，襲父封爵，號小許公。後罷爲益州長史，復入知吏部選事，卒，謚文憲。頲以文章顯，與燕國公張說稱望略等，世稱燕許。集三十卷，今編詩二卷。,蘇頲,93a2c850-c875-4649-8c16-96e884fbb99e
何鸞，景雲時人。詩一首。,何鸞,3638eca4-3c1c-4fb9-956a-4cc6d090ba08
蔣挺，景雲時人。詩一首。,蔣挺,7db52c03-4a80-45fa-b9a7-b36297fc15d9
源光裕，乾曜從孫。累官中書舍人，刪定開元新格，進尚書左丞，終鄭州刺史。詩一首。,源光裕,ea8de934-8013-48e1-a3a9-c819b39d3769
,賀知章、源乾曜,e83d5c63-7639-44b3-89fc-94e55b76e2a5
于邵，字相門，京兆萬年人。天寶末，進士登科，書判超絕，授崇文館校書郎。歷比部郎中，出爲巴州刺史。時夷獠聚衆圍州，邵遣使諭降，儒服出城，羣盜羅拜解散。節度使李抱玉以聞，遷梓州。後爲禮部侍郎、史館修撰，當時大詔令皆出其手。貞元中重陽應制詩，居次等，今不傳，存樂章五首。,于邵,7848102d-1bab-4ecf-91c5-6b13f7e9c511
姚崇，初名元崇，又名元之，陝州人。貞觀中，應下筆成章舉，授濮州司倉，五遷夏官郎中。時契丹擾河北，軍機填委，元崇剖析若流，則天奇之，超遷夏官侍郎，尋同鳳閣鸞臺平章事。中宗朝，出爲刺史。睿宗立，拜兵部尚書，同中書門下，進中書令，後復貶刺史。先天中，還爲尚書，知政事，遷紫微令。開元中，與盧懷慎、源乾曜同居宰執。崇獨當重任，明於庶務，斷割不滯，號稱名相。尋薦宋璟自代，以開府儀同三司罷政，仍五日一參，入閣供奉。集十卷，今存詩六首。,姚崇,824609f5-419a-4fe3-ac98-159c5bc9931d
蔡孚，開元中爲起居郎。詩二首。,蔡孚,41885324-7aab-40d5-9f60-d2d3a49f5ea3
沈佺期，字雲卿，相州內黃人。善屬文，尤長七言之作，擢進士第。長安中，累遷通事舍人，預修《三教珠英》，轉考功郎給事中，坐交張易之，流驩州，稍遷台州錄事參軍。神龍中，召見，拜起居郎，修文館直學士。歷中書舍人，太子少詹事，開元初卒。建安後，訖江左，詩律屢變，至沈約、庾信，以音韻相婉附，屬對精密。及佺期與宋之問，尤加靡麗，回忌聲病，約句準篇，如錦繡成文，學者宗之，號爲沈宋。語曰，蘇李居前，沈宋比肩。集十卷，今編詩三卷。   沈佺期，字雲卿，相州內黃人，善屬文，尤長七言之作，擢進士第，長安中，累遷通事舍人，預修三教珠英，轉考功郎給事中，坐交張易之，流驩州，稍遷台州錄事參軍。神龍中，召見，拜起居郎，修文館直學士，歷中書舍人，太子少詹事，開元初卒，建安後，訖江左，詩律屢變，至沈約、庾信，以音韻相婉附，屬對精密，及佺期與宋之問，尤加靡麗，回忌聲病，約句準篇，如錦繡成文，學者宗之，號爲沈宋。語曰，蘇李居前，沈宋比肩。集十卷，今編詩三卷。,沈佺期,e3813c1b-e287-4602-ac85-11dc1c4c9633
盧懷慎，滑州人，第進士。歷監察御史，遷右御史臺中丞，黃門侍郎。開元初，進同紫微黃門平章事，卒，諡文成。詩二首。,盧懷慎,4ed8f683-7f3d-40a7-ab93-0b9fc01daca4
姜皎，晞從兄弟。長安中，爲尚衣奉御，明皇以藩邸有舊，拜殿中監，封楚國公，恩寵莫比，遷太常卿，後坐貶死。詩一首。,姜皎,8d472220-48a8-47cb-8921-181c3be51277
崔日用，滑州靈昌人。進士舉大足元年，爲宗楚客稱薦，擢新豐尉。神龍中，附楚客、三思，驟遷兵部侍郎，兼修文館學士，復預討韋庶人謀，授黃門侍郎，參知機務。開元中，拜吏部尚書，終幷州大都督長史。詩九首。,崔日用,b93f3304-6cb5-42e4-923f-9928d32ae301
李乂，字尚真，趙州房子人。年十二，工屬文，第進士，茂才異等，調萬年尉。長安中，擢監察御史，遷中書舍人，修文館學士。睿宗朝，進吏部侍郎，改黃門侍郎，中山郡公。開元初，轉紫微侍郎，未幾，除刑部尚書，卒，年六十八。居官沈正方雅，識治體，時稱有宰相器，與兄尚一、尚貞，俱以文章見稱，有《李氏花萼集》。乂與蘇頲對掌綸誥，明皇比之味道與嶠，並稱蘇李。今編詩一卷。,李乂,2e44fdde-7c3b-46a4-abf2-84f9ebdef55e
,裴璀,8b8b6881-37e1-48f6-b9c0-fe2aace221a1
,魏徵、褚亮,3a8df6b1-94e0-4ab3-9b71-775c9be50325
郭子儀，華州鄭人。以武舉起家，後平安祿山、史思明之亂，累官至中書令，封汾陽王，賜號尚父。年八十五卒，贈太師，諡忠武。詩二首。,郭子儀,9964896f-2064-49e0-bca2-0d49d61a7a2a
劉晏，字士安，曹州南華人。年七歲，舉神童。累官殿中侍御史，遷度支郎中，杭、隴、華三州刺史。尋遷河南尹，入爲京兆尹，再拜戶部侍郎，舉顔真卿以自代。寶應二年，遷吏部尚書平章事，領度支鹽鐵轉運租庸使。坐事罷相，諸使如故。晏以轉運爲己任，開三門渠津遺跡，歲運米數百萬石，以濟關中。晏理家儉約，而重交敦舊，視事敏速，乘機無滯，在職十餘年，權勢之重，鄰於宰相。後爲楊炎誣構死。詩二首。,劉晏,d84ded69-f9df-4301-a4e4-a8716f42626f
鄭餘慶，字居業。大曆中舉進士第，初爲嚴震山南從事。貞元初，歷庫部郎中，爲翰林學士，以工部侍郎知吏部選，後拜中書侍郎同平章事。憲宗時，爲尚書左僕射，詳定典制，引韓愈、李程爲副，崔郾、陳珮、楊嗣復、庾敬休爲判官，損益儀規，號爲詳衷。終太子太師、檢校司徒。集五十卷，今存詩二首。,鄭餘慶,b6dc0167-a22a-48a0-b2a5-9e90ae635422
鄭絪，字文明，滎陽人。擢進士、宏詞，初爲張延賞掌書記，入爲起居郎、翰林學士，累遷中書舍人。憲宗立，拜中書侍郎同平章事。太和中，以太子少傅致仕。絪少好學，大曆中有高名，後踐歷華顯，出入中外，踰四十年。守道寡欲，不爲烜赫事，時推耆德。集三十卷，今存詩五首。,鄭絪,170218e7-8099-4428-a712-203ab61ebca6
段文昌，字墨卿，一字景初。貞元初，授校書郎，累擢翰林學士、中書舍人。穆宗即位，拜中書侍郎同中書門下平章事，未踰年，出爲劒南、西川節度使。文宗立，拜御史大夫，節度淮南，徙荆南，終西川節度。集三十卷，今存詩四首。,段文昌,e2aa1c92-a236-489d-8caa-edad96e1c05d
牛僧孺，字思黯，隴西人。貞元中，擢進士第，歷相穆、敬兩朝，封奇章郡公，後出爲武昌節度使。文宗朝，徵入再相，夙與李德裕相惡。會昌中，貶循州長史。大中初，還爲太子少師，卒。集五卷，今存詩四首。,牛僧孺,de627c39-c31e-4b7c-802f-80e543334355
李回，字昭度，本名躔。擢長慶進士，辟揚州掌書記，遷監察御史。會昌中，以刑部侍郎兼御史中丞，俄進中書侍郎同中書門下平章事，出爲劒南西川節度，以與李德裕善，貶撫州長史。詩三首。,李回,87b02171-c734-4fc6-ad05-c1392b541913
夏侯孜，字妤學，亳州譙人。累遷婺、絳等州刺史。宣宗時，自兵部侍郎爲同中書門下平章事。懿宗立，進司空，尋罷，以太子少保分司東都。詩一首。,夏侯孜,f86bca6c-0179-4ff7-b80b-6e3cde37ecdc
蕭倣，登太和進士第，歷諫議大夫、給事中。咸通初，遷左散騎常侍。懿宗時，擢禮部侍郎，出爲滑州刺史，充義成軍節度，鄭滑潁觀察處置等使，入爲兵部尚書判度支，轉吏部尚書同平章事，出爲嶺南節度使。詩二首。,蕭倣,10608f17-cdfe-469b-9081-e5550a6d85e2
,李舒,8b2ad8d8-1ac3-4174-8a77-4baa8b798a26
徐彥伯，名洪，以字行，兗州瑕丘人。七歲能爲文，對策高第，調永壽尉，蒲州司兵參軍。時司戶韋暠善判，司士李亘工書，而彥伯屬辭，稱河東三絕。屢遷給事中，預脩《三教珠英》，由宗正卿出爲齊州刺史，移蒲州，擢修文館學士、工部侍郎，歷太子賓客卒。彥伯文章典縟，晚年好爲彊澀之體，頗爲後進所效。集二十卷，今編詩一卷。,徐彥伯,feb1b440-a02e-4e74-8f62-faadc8d7e153
,丘說,23b934d3-c958-411e-8201-671a2bf48b81
張齊賢，聖曆初爲太常奉禮郎，累遷諫議大夫。詩一首。,張齊賢,fd3d1662-6b7e-4c60-a102-9bffc98656cb
鄭善玉，開元時人。詩一首。,鄭善玉,07bae2f9-1645-4621-b8d0-e19ed8a0acc6
薛稷，字嗣通，汾陰人，道衡曾孫，魏徵外甥也。擢進士第，景龍中，昭文館學士。睿宗立，拜中書侍郎，參知機務。歷太子少保，以翊贊功封晉國公。工書畫，詩十四首。,薛稷,e201e627-f22a-4d7e-921a-601dacd6b259
徐堅，字元固，湖州人，舉進士。聖曆中爲東都留守判官，專主表奏。王方慶稱爲掌綸誥之選，楊再思亦曰：“此鳳閣舍人樣。”與徐彥伯、劉知幾、張說同修《三教珠英》，搆意撰錄，具爲條流。書成，遷司封員外郎。中宗時，爲給事中。睿宗朝，自刑部侍郎拜散騎常侍。開元中，改麗正書院爲集賢院，以堅爲學士，副張說知院事。堅多識典故，前後修撰格式、氏族及國史等，凡七入書府。又討集前代文詞故實，爲《初學記》，堅與父齊耼俱以詞學著聞。長姑爲太宗充容，次姑爲高宗倢伃，並有文藻，議者方之漢世班氏。集三十卷，今存詩九首。,徐堅,ec72e864-2de4-43d6-bcca-d90c758c4325
胡雄，開元時人。詩一首。,胡雄,25f72364-480f-45a5-aeec-01e9ed89d8c7
,劉子玄,d2cdeac7-2790-4326-b1be-5a5237aacdd8
員半千，晉州臨汾人。本名餘慶，其師王義方器之曰，五百歲一賢者生，子宜當之，因改名半千。應八科師舉，授武陟尉。歲旱，發粟賑饑，爲薛元超所稱。垂拱中，補左衞胄曹，充吐蕃宣慰使。則天曰：“久聞卿名，謂是古人，不意乃在朝列。“即使入閣供奉。證聖中，爲弘文館學士，仍分日待制，五遷正諫大夫，預修《三教珠英》。中宗時，爲濠州刺史。睿宗徵拜太子右諭德，兼崇文館學士。性樂山水，開元中，卜居堯山，年九十四卒。集十卷，今存詩三首。 員半千字榮期，晉州臨汾人。卒玄宗開元間（《舊唐書》謂卒開元二年，《新唐書》則謂卒開元九年），年九十四，補詩一首。,員半千,036fa87c-42c8-4bb1-b325-6b9a50c4ccc7
祝欽明，字文思，京兆始平人，舉明經。長安元年，累遷太子率更令，兼崇文館學士。中宗在春宮，欽明充侍讀。及即位，擢拜國子祭酒，同中書門下三品，歷刑部、禮部二尚書。嘗與羣臣侍宴，欽明自言能八風舞，據地搖頭，睆目顧盼。吏部侍郎盧藏用歎曰：“祝公是舉，五經掃地矣。”景雲初，爲侍御史倪若水所劾，貶饒州刺史。詩一首。,祝欽明,8ad59a11-054b-466e-b28f-cd0e5fd04758
